0.000000,0.245208
0.100000,0.449153
0.200000,0.598327
0.300000,3.211088
0.400000,4.152057
0.500000,4.696240
0.550000,5.109973
0.600000,5.976267
0.650000,10.280174
0.700000,45.330452
0.750000,46.015608
0.775000,46.562595
0.800000,47.707228
0.825000,54.451134
0.850000,65.159798
0.875000,65.495240
0.887500,65.661265
0.900000,65.850391
0.912500,66.036196
0.925000,66.288153
0.937500,66.644451
0.943750,66.807993
0.950000,67.039213
0.956250,67.268661
0.962500,67.481683
0.968750,67.848613
0.971875,68.053159
0.975000,68.288501
0.978125,68.578609
0.981250,68.999046
0.984375,69.486969
0.985938,69.757038
0.987500,69.927513
0.989062,70.436499
0.990625,70.931052
0.992188,71.556207
0.992969,71.988804
0.993750,72.497205
0.994531,74.024374
0.995313,75.747873
0.996094,79.826940
0.996484,82.234518
0.996875,86.515063
0.997266,92.821701
0.997656,99.112209
0.998047,105.435955
0.998242,108.611674
0.998437,111.787393
0.998633,114.979398
0.998828,117.710839
0.999023,120.269945
0.999121,121.556060
0.999219,122.842175
0.999316,124.708263
0.999414,127.281245
0.999512,129.854227
0.999561,131.140718
0.999609,132.400954
0.999658,133.687445
0.999707,134.973936
0.999756,136.260427
0.999780,137.895801
0.999805,141.293781
0.999829,144.555841
0.999854,147.953821
0.999878,151.215882
0.999890,152.846912
0.999902,154.477943
0.999915,156.244892
0.999927,157.875923
0.999939,159.506953
0.999945,160.322468
0.999951,161.137984
0.999957,161.953499
0.999963,162.769014
0.999969,163.584529
0.999973,164.128206
0.999976,164.535964
0.999979,164.943721
0.999982,164.966375
0.999985,164.966375
0.999986,164.966375
0.999988,164.966375
0.999989,164.966375
0.999991,164.966375
0.999992,164.966375
0.999993,164.966375
0.999994,164.966375
0.999995,164.966375
0.999996,164.966375
0.999997,164.966375
0.999998,164.966375
0.999999,164.966375
1.000000,164.966375
