1,315.031
2,322
3,323.906
4,324.254
5,325.785
6,326.281
7,326.52
8,326.266
9,326.895
10,331.816
11,332.547
12,333.023
13,327.547
14,327.457
15,327.816
16,328.215
17,325.965
18,325.809
19,326.055
20,327.32
21,325.34
22,325.301
23,325.742
24,325.805
25,325.883
26,327.973
27,329.824
28,331.219
29,332.262
30,332.734
31,338.496
32,338.691
33,339.844
34,340.828
35,342.176
36,342.777
37,343.516
38,344.324
39,344.574
40,345.344
41,345.922
42,345.844
43,347.273
44,346.66
45,348.176
46,347.812
47,347.531
48,348.465
49,348.492
50,348.035
51,349.246
52,349.125
53,350.32
