0.000000,0.274250
0.100000,2.795448
0.200000,3.427057
0.300000,3.763345
0.400000,4.123954
0.500000,4.616417
0.550000,4.806580
0.600000,5.021897
0.650000,5.246295
0.700000,5.588741
0.750000,5.963261
0.775000,6.134527
0.800000,6.336283
0.825000,6.586267
0.850000,6.886450
0.875000,7.232722
0.887500,7.457889
0.900000,7.690965
0.912500,8.006808
0.925000,8.379285
0.937500,8.707873
0.943750,8.920709
0.950000,9.162347
0.956250,9.506614
0.962500,9.853589
0.968750,10.244650
0.971875,10.475523
0.975000,10.761720
0.978125,11.075301
0.981250,11.430608
0.984375,11.822857
0.985938,12.118696
0.987500,12.414346
0.989062,12.714233
0.990625,13.037204
0.992188,13.461729
0.992969,13.707253
0.993750,13.952777
0.994531,14.526449
0.995313,15.108019
0.996094,15.876515
0.996484,16.277340
0.996875,16.732700
0.997266,17.254104
0.997656,17.774174
0.998047,18.476639
0.998242,18.976857
0.998437,19.477075
0.998633,19.979858
0.998828,20.480076
0.999023,21.797928
0.999121,22.942943
0.999219,24.087957
0.999316,25.221288
0.999414,26.366302
0.999512,27.511316
0.999561,28.083824
0.999609,28.841370
0.999658,30.484924
0.999707,32.128478
0.999756,33.772032
0.999780,34.577039
0.999805,35.415587
0.999829,36.220593
0.999854,37.059141
0.999878,37.864147
0.999890,38.266650
0.999902,39.719917
0.999915,39.719917
0.999927,39.719917
0.999939,39.719917
0.999945,39.719917
0.999951,39.719917
0.999957,39.719917
0.999963,39.719917
0.999969,39.719917
0.999973,39.719917
0.999976,39.719917
0.999979,39.719917
0.999982,39.719917
0.999985,39.719917
0.999986,39.719917
0.999988,39.719917
0.999989,39.719917
0.999991,39.719917
0.999992,39.719917
0.999993,39.719917
0.999994,39.719917
0.999995,39.719917
0.999996,39.719917
0.999997,39.719917
0.999998,39.719917
0.999999,39.719917
1.000000,39.719917
