1,13
2,9
3,12
4,9
5,16
6,10
7,11
8,7
9,7
10,6
11,8
12,11
13,9
14,9
15,12
16,7
17,11
18,7
19,7
20,8
21,11
22,10
23,11
24,10
25,9
26,14
27,12
28,9
29,11
30,8
31,9
32,3
