1,33
2,33
3,31
4,31
5,29
6,29
7,27
8,27
9,33
10,34
11,29
12,34
13,33
14,29
15,28
16,24
17,32
18,33
19,32
20,30
21,27
22,29
23,25
24,29
25,30
26,32
27,34
28,33
29,34
30,29
31,25
32,26
33,26
34,28
35,35
36,31
37,29
38,28
39,31
40,26
41,34
42,27
43,32
44,30
45,30
46,27
47,29
48,28
49,27
50,28
51,31
52,27
53,33
54,31
55,31
56,27
57,27
58,29
59,32
60,33
61,35
62,36
63,37
64,36
65,31
66,34
67,32
68,34
69,41
70,37
71,35
72,41
73,31
74,35
75,34
76,35
77,23
78,41
79,39
80,40
81,36
82,40
83,41
84,34
85,42
86,40
87,36
88,36
89,37
90,39
91,42
92,42
93,43
94,34
95,32
96,36
97,32
98,29
99,33
100,28
101,24
102,34
103,31
104,30
105,32
106,31
107,33
108,31
109,28
110,29
111,33
112,28
113,29
114,36
115,33
116,26
117,10
