1,22
2,16
3,19
4,19
5,18
6,19
7,21
8,22
9,19
10,21
11,19
12,21
13,23
14,24
15,21
16,23
17,21
18,18
19,23
20,22
21,22
22,22
23,23
24,24
25,20
26,23
27,23
28,22
29,21
30,23
31,21
32,25
33,24
34,23
35,30
36,24
37,26
38,22
39,22
40,22
41,23
42,24
43,25
44,24
45,22
46,25
47,23
48,21
49,23
50,25
51,24
52,23
53,21
54,23
55,22
56,24
57,21
58,22
59,23
60,24
61,21
62,23
63,24
64,23
65,25
66,23
67,24
68,22
69,21
70,23
71,23
72,24
73,22
74,24
75,22
76,23
77,25
78,22
79,23
80,23
81,23
82,23
83,24
84,27
85,24
86,24
87,23
88,22
89,24
90,24
91,24
92,22
93,24
94,23
95,24
96,24
97,22
98,24
99,25
100,22
101,22
102,25
103,23
104,23
105,24
106,22
107,22
108,25
109,24
110,22
111,23
112,23
113,23
114,25
115,25
116,24
117,24
118,25
119,25
