1,235.977
2,240.602
3,246.992
4,247.699
5,247.98
6,253.516
7,254.043
8,253.707
9,255.305
10,255.348
11,256.156
12,255.961
13,255.996
14,256.277
15,256.035
16,256.387
17,260.395
18,262.008
19,262.102
20,262.117
21,261.746
22,262.352
23,264.586
24,264.727
25,264.918
26,264.961
27,264.941
28,265.457
29,264.719
30,264.902
31,264.781
32,264.469
33,264.828
34,265.078
35,265.242
36,265.125
37,265.398
38,265.508
39,265.43
40,265.41
41,265.555
42,265.793
43,265.488
44,265.488
45,265.633
46,265.336
47,265.359
48,265.246
49,265.859
50,265.398
51,265.594
