1,28
2,28
3,30
4,28
5,29
6,27
7,27
8,28
9,34
10,26
11,28
12,28
13,29
14,27
15,28
16,30
17,30
18,27
19,27
20,29
21,28
22,30
23,29
24,29
25,33
26,28
27,28
28,29
29,29
30,29
31,33
32,31
33,30
34,29
35,32
36,27
37,29
38,32
39,29
40,30
41,31
42,32
43,36
44,30
45,28
46,29
47,31
48,30
49,27
50,28
51,31
52,33
53,31
54,31
55,31
56,29
57,28
58,28
59,32
60,27
61,28
62,25
63,29
64,27
65,35
66,25
67,29
68,37
69,31
70,33
71,31
72,33
73,29
74,36
75,31
76,26
77,27
78,36
79,31
80,26
81,30
82,34
83,32
84,28
85,29
86,28
87,13
